STOK KODU,STOK ADI,SEKTÖR ADI,MARKA,BARKOD 1,ÜRÜN GRUP KODU,AKS,CİNSİYET,UNIQ KOD,UNIQ ADI
DGB84083500000,DG MU18 PERFECT MONO 041 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408357,1-MA-00,MAKYAJ,UNISEX,DGB000000811,DG MU PERFECT MONO 041
DGB84084500000,DG MU18 PERFECT MONO 035 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408456,1-MA-00,MAKYAJ,UNISEX,DGB000000812,DG MU PERFECT MONO 035
DGB84085500000,DG MU18 BLUSH PWDR ROSA DUCH 40 SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408555,1-MA-00,MAKYAJ,UNISEX,DGB000000821,DG MU BLUSH PWDR ROSA DUCH 40
DGB84087500000,DG MU18 GLOW STICK BRONZ 20 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408753,1-MA-00,MAKYAJ,UNISEX,DGB000000813,DG MU GLOW STICK BRONZE 20
DGB84088500000,DG MU18 GLOW STICK SHIMMER 10 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408852,1-MA-00,MAKYAJ,UNISEX,DGB000000814,DG MU GLOW STICK SHIMMER 10
DGB84089500000,DG MU18 NAIL POLISH 714 ANICE SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478408951,1-MA-00,MAKYAJ,UNISEX,DGB000000815,DG MU NAIL POLISH 714 ANICE
DGB84090500000,DG MU18 NAIL POLISH 606 MANDARINO SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478409057,1-MA-00,MAKYAJ,UNISEX,DGB000000816,DG MU NAIL POLISH 606 MANDARINO
DGB84091500000,DG MU18 NAIL POLISH 612 ANGURIA SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478409156,1-MA-00,MAKYAJ,UNISEX,DGB000000817,DG MU NAIL POLISH 612 ANGURIA
DGB84111500000,DG MU E SHW-19-STICK BLACK 1,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000496,DG EYESHADOW STICK BLACK 1 
DGB84112500000,DG MU E SHW-19-STICK NUDE 2,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000497,DG EYESHADOW STICK NUDE 2 
DGB84113500000,DG MU E SHW-19-STICK COCOA 3,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000498,DG EYESHADOW STICK COCOA 3 
DGB84114500000,DG MU E SHW-19-STICK BRONZE 4,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000499,DG EYESHADOW STICK BRONZE 4 
DGB84115500000,DG MU E SHW-19-STICK TAUPE 5,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000500,DG EYESHADOW STICK TAUPE 5 
DGB84116500000,DG MU E SHW-19-STICK GOLD 6,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000501,DG EYESHADOW STICK GOLD 6 
DGB84117500000,DG MU E SHW-19-STICK SHIMMER 7,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000502,DG EYESHADOW STICK SHIMMER 7 
DGB84118500000,DG MU E SHW-19-STICK PINK 8,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000503,DG EYESHADOW STICK PINK 8 
DGB84125500000,DG MU18 NAIL POLISH 607 IBISCUS 10 ML SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478412552,1-MA-00,MAKYAJ,UNISEX,DGB000000823,DG MU NAIL POLISH 607 IBISCUS 10 ML
DGB84143500000,DG LIGHT BLUE EDT 100 ML BC 100 ML TS 10 ML XMAS18,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478414358,1-PA-00,PARFÜM,KADIN,,
DGB84145500000,DG LIGHT BLUE POUR HOMME EDT 125 ML + 40 ML EDT XM,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478414556,1-PA-00,PARFÜM,ERKEK,,
DGB84152500000,DG THE ONE FOR MEN EDT 100 ML + EDT 30 ML XMAS18 S,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478415256,1-PA-00,PARFÜM,ERKEK,,
DGB84153500000,DG TOFM 18/19 SET EDT100ML+ASB75+SG50,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478415355,1-PA-00,PARFÜM,ERKEK,,
DGB84510500000,DG MU18 MISS SICILY 420 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478451056,1-MA-00,MAKYAJ,UNISEX,DGB000000809,DG MU MISS SICILY 420
DGB84511500000,DG MU18 MISS SICILY 130 SUMMER18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478451155,1-MA-00,MAKYAJ,UNISEX,DGB000000810,DG MU MISS SICILY 130
DGB84512500000,DG MU18 EYESH x4 142 DOLCE GARDEN SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478451254,1-MA-00,MAKYAJ,UNISEX,DGB000000822,DG MU  EYESH x4 142 DOLCE GARDEN
DGB84513500000,DG MU18 NAIL POLISH 240 ORCHID 10ML SPRING18,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478451353,1-MA-00,MAKYAJ,UNISEX,DGB000000824,DG MU NAIL POLISH 240 ORCHID 10 ML
DGB84525500000,THE ONLY ONE EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PA-00,PARFÜM,KADIN,DGB000000239,DG TO THE ONLY ONE EDP 50 ML
DGB84526500000,THE ONLY ONE EDP 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PA-00,PARFÜM,KADIN,DGB000000238,DG TO THE ONLY ONE EDP 100 ML
DGB84575500000,DG LIGHT BLUE EDT 100 ML + 25 ML EDT,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478457553,1-PA-00,PARFÜM,KADIN,,
DGB84852500000,DG THE ONE FOR MEN EDT INTENSE XMAS18 SET,SELEKTIF ÇOKLU,DOLCE & GABBANA,3423478485259,1-PA-00,PARFÜM,ERKEK,,
DGB85168500000,LIGHT BLUE SUN POUR HOMME EDT 125 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478516854,1-PA-00,PARFÜM,ERKEK,DGB000000227,LIGHT BLUE SUN POUR HOMME EDT 125 ML
DGB85174500000,LIGHT BLUE SUN EDT 100 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478517455,1-PA-00,PARFÜM,KADIN,DGB000000228,LIGHT BLUE SUN EDT 100 ML
DGB85178500000,DG MU FND 19 PRIMER SECRETVEIL 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000256,DG MU SECRET VEIL HYDRATING RADIANT PRIMER
DGB85181500100,DG MU BLUSH OF ROSES TAN 100 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478518155,1-MA-00,MAKYAJ,UNISEX,DGB000000403,DG MU BLUSH OF ROSES TAN 100 5 GR
DGB85182500100,DG MU BLUSH OF ROSES NATURAL 110 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000404,DG MU BLUSH OF ROSES NATURAL 110 - 5 GR
DGB85183500100,DG MU BLUSH OF ROSES CARAMEL 120 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000405,DG MU BLUSH OF ROSES CARAMEL 120 - 5 GR
DGB85185500100,DG MU BLUSH OF ROSESMOCHA 130 5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478518551,1-MA-00,MAKYAJ,UNISEX,DGB000000406,DG MU BLUSH OF ROSESMOCHA 130 - 5 GR
DGB85186500100,DG MU GLORIOUSKIN PORCELAIN 100 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478518650,1-MA-00,MAKYAJ,UNISEX,DGB000000414,DG MU GLORIOUSKIN PORCELAIN 100 30 ML
DGB85187500100,DG MU GLORIOUSKIN NUDE 120 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478518759,1-MA-00,MAKYAJ,UNISEX,DGB000000415,DG MU GLORIOUSKIN NUDE 120 30 ML
DGB85188500100,DG MU GLORIOUSKIN CASHMERE 200 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478518858,1-MA-00,MAKYAJ,UNISEX,DGB000000416,DG MU GLORIOUSKIN CASHMERE 200 30 ML
DGB85190500100,DG MU GLORIOUSKIN CREAM 210 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519053,1-MA-00,MAKYAJ,UNISEX,DGB000000417,DG MU GLORIOUSKIN CREAM 210 30 ML
DGB85191500100,DG MU GLORIOUSKIN SAND 220 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519152,1-MA-00,MAKYAJ,UNISEX,DGB000000418,DG MU GLORIOUSKIN SAND 220 30 ML
DGB85192500100,DG MU GLORIOUSKIN NATURAL 230 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519251,1-MA-00,MAKYAJ,UNISEX,DGB000000419,DG MU GLORIOUSKIN NATURAL 230 30 ML
DGB85193500100,DG MU GLORIOUSKIN CARAMEL310 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519350,1-MA-00,MAKYAJ,UNISEX,DGB000000420,DG MU GLORIOUSKIN CARAMEL 310 30 ML
DGB85194500100,DG MU GLORIOUSKIN HONEY 320 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519459,1-MA-00,MAKYAJ,UNISEX,DGB000000421,DG MU GLORIOUSKIN HONEY 320 30 ML
DGB85195500100,DG MU GLORIOUSKIN ALMOND 330 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519558,1-MA-00,MAKYAJ,UNISEX,DGB000000422,DG MU GLORIOUSKIN ALMOND 330 30 ML
DGB85196500100,DG MU GLORIOUSKIN BRONZE 350 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519657,1-MA-00,MAKYAJ,UNISEX,DGB000000423,DG MU GLORIOUSKIN BRONZE 350 30 ML
DGB85197500100,DG MU GLORIOUSKIN CHESNUT 360 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519756,1-MA-00,MAKYAJ,UNISEX,DGB000000424,DG MU GLORIOUSKIN CHESNUT 360 30 ML
DGB85198500100,DG MU GLORIOUSKIN AMBER 400 30 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478519855,1-MA-00,MAKYAJ,UNISEX,DGB000000425,DG MU GLORIOUSKIN AMBER 400 30 ML
DGB85230500102,DG MU PASSIONEYES NERO SICILIA 1 7.5 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000524,DG MU PASSIONEYES NERO SICILIA 1 7.5 ML
DGB85281500100,DG MU SOLAR GLOW BRNZ PWD SUNSHINE 10 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528154,1-MA-00,MAKYAJ,UNISEX,DGB000000383,DG MU SOLAR GLOW BRNZ PWD SUNSHINE 10 - 16 GR
DGB85282500000,DG MU SOLAR GLOW BRNZ PWD SAND 20 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000063,DG MU SOLAR GLOW BRNZ PWD SAND 20 16 GR
DGB85282500100,DG MU SOLAR GLOW BRNZ PWD SAND 20 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528253,1-MA-00,MAKYAJ,UNISEX,DGB000000063,DG MU SOLAR GLOW BRNZ PWD SAND 20 16 GR
DGB85283500000,DG MU SOLAR GLOW BRNZ PWD SUNRISE 30 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528352,1-MA-00,MAKYAJ,UNISEX,DGB000000064,DG MU SOLAR GLOW BRNZ PWD SUNRISE 30 16 GR
DGB85283500100,DG MU SOLAR GLOW BRNZ PWD SUNRISE 30 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000064,DG MU SOLAR GLOW BRNZ PWD SUNRISE 30 16 GR
DGB85284500100,DG MU SOLAR GLOW BRNZ PWD DESERT 40 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528451,1-MA-00,MAKYAJ,UNISEX,DGB000000384,DG MU SOLAR GLOW BRNZ PWD DESERT 40 - 16 GR
DGB85285500000,DG MU SOLAR GLOW BRNZ PWD AMBER 50 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000385,DG MU SOLAR GLOW BRNZ PWD AMBER 50 - 16 GR
DGB85285500100,DG MU SOLAR GLOW BRNZ PWD AMBER 50 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528550,1-MA-00,MAKYAJ,UNISEX,DGB000000385,DG MU SOLAR GLOW BRNZ PWD AMBER 50 - 16 GR
DGB85286500000,DG MU SOLAR GLOW BRNZ PWD SUNSET 60 16 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478528659,1-MA-00,MAKYAJ,UNISEX,DGB000000386,DG MU SOLAR GLOW BRNZ PWD SUNSET 60 - 16 GR
DGB85361500000,DG VELVET COLLECTION ORIENTAL MUSK EDP 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478536159,1-PB,PARFÜM,UNISEX,DGB000000895,DG VELVET COLLECTION ORIENTAL MUSK EDP 150 ML
DGB85363500000,DG VELVET COLLECTION ORIENTAL MUSK EDP 50 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478536357,1-PB,PARFÜM,UNISEX,DGB000000896,DG VELVET COLLECTION ORIENTAL MUSK EDP 50 ML
DGB85367500000,DG MU RETRACTABLE KABUKI POWDER BRUSH,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000863,DG MU RETRACTABLE KABUKI POWDER BRUSH 
DGB85393500000,DG MU PRECIOUSKIN PORCELAIN 100 12 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539358,1-MA-00,MAKYAJ,UNISEX,DGB000000429,DG MU PRECIOUSKIN PORCELAIN 100 12 GR
DGB85394500000,DG MU PRECIOUSKIN NUDE 120 12 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539457,1-MA-00,MAKYAJ,UNISEX,DGB000000430,DG MU PRECIOUSKIN NUDE 120 12 GR
DGB85395500000,DG MU PRECIOUSKIN CREAM 210 12 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539556,1-MA-00,MAKYAJ,UNISEX,DGB000000431,DG MU PRECIOUSKIN CREAM 210 12 GR
DGB85396500000,DG MU PRECIOUSKIN SAND 220 12 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539655,1-MA-00,MAKYAJ,UNISEX,DGB000000432,DG MU PRECIOUSKIN SAND 220 12 GR
DGB85397500000,DG MU PRECIOUSKIN HONEY 320,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539754,1-MA-00,MAKYAJ,UNISEX,DGB000000433,DG MU PRECIOUSKIN HONEY 320 12 GR
DGB85398500000,DG MU PRECIOUSKIN BRONZE 350 12 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478539853,1-MA-00,MAKYAJ,UNISEX,DGB000000434,DG MU  PRECIOUSKIN BRONZE 350 12 GR
DGB85403500000,DG FRUIT LEMON 20 EDT 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-PB,PARFÜM,UNISEX,DGB000000900,FRUIT COLLECTION EDT 150 ML LEMON 
DGB85403500102,DG FRUIT LEMON 20 EDT 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478540354,1-PB,PARFÜM,UNISEX,DGB000000900,FRUIT COLLECTION EDT 150 ML LEMON 
DGB85404500000,DG FRUIT ORANGE 20 EDT 150 ML,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478540453,1-PB,PARFÜM,UNISEX,DGB000000901,FRUIT COLLECTION EDT 150 ML ORANGE 
DGB85437500000,DG MU SPRING19 BLUSH CUSHION STICK CORAL,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478543751,1-MA-00,MAKYAJ,UNISEX,DGB000000377,DG BLUSH CUSHION STICK CORAL 4.8 GR
DGB85438500000,DG MU F OTH SUMM19 HLIGHT DROP SUNRISE,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478543850,1-MA-00,MAKYAJ,UNISEX,DGB000000858,DG MU F OTH HLIGHT DROP SUNRISE 
DGB85441500100,DG MU FELINEYES VULCANO STROMBOLI 1 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000529,DG MU FELINEYES VULCANO STROMBOLI 1 4.8 GR
DGB85442500000,DG MU FELINEYES SWEET COCOA 2 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000530,DG MU FELINEYES SWEET COCOA 2 4.8 GR
DGB85443500000,DG MU FELINEYES SMOKY TAUPE 3 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000531,DG MU FELINEYES SMOKY TAUPE 3 4.8 GR
DGB85444500000,DG MU FELINEYES ITALIAN BAROQUE 4 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478544451,1-MA-00,MAKYAJ,UNISEX,DGB000000109,DG MU FELINEYES ITALIAN BAROQUE 4 4.8 GR
DGB85444500100,DG MU FELINEYES ITALIAN BAROQUE 4 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000109,DG MU FELINEYES ITALIAN BAROQUE 4 4.8 GR
DGB85445500000,DG MU FELINEYES WARM NUDE 5 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000110,DG MU FELINEYES WARM NUDE 5 4.8 GR
DGB85445500100,DG MU FELINEYES WARM NUDE 5 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478544550,1-MA-00,MAKYAJ,UNISEX,DGB000000110,DG MU FELINEYES WARM NUDE 5 4.8 GR
DGB85446500000,DG MU FELINEYES ROMANTIC ROSE 6 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000111,DG MU FELINEYES ROMANTIC ROSE 6 4.8 GR
DGB85446500100,DG MU FELINEYES ROMANTIC ROSE 6 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000111,DG MU FELINEYES ROMANTIC ROSE 6 4.8 GR
DGB85447500000,DG MU FELINEYES PASSIONATE DAHLIA 7 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000532,DG MU FELINEYES PASSIONATE DAHLIA 7 4.8 GR
DGB85447500100,DGMU E SHW-19-FELNEYS PWD PASS DAHLIA 7,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000532,DG MU FELINEYES PASSIONATE DAHLIA 7 4.8 GR
DGB85448500100,DG MU FELINEYES MEDITERRANEAN BLUE 8 4.8 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000534,DG MU FELINEYES MEDITERRANEAN BLUE 8 4.8 GR
DGB85501500000,DG MU PASSIONLIPS 100 GOLD TOUCH 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550155,1-MA-00,MAKYAJ,UNISEX,DGB000000735,DG MU PASSIONLIPS 100 GOLD TOUCH 2 GR
DGB85502500000,DG MU PASSIONLIPS 110 PURE NUDE 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550254,1-MA-00,MAKYAJ,UNISEX,DGB000000736,DG MU PASSIONLIPS 110 PURE NUDE 2 GR
DGB85503500000,DG MU PASSIONLIPS 220 ROSE TEMPTATION 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550353,1-MA-00,MAKYAJ,UNISEX,DGB000000738,DG MU PASSIONLIPS 220 ROSE TEMPTATION 2 GR
DGB85504500000,DG MU PASSIONLIPS 240 ROSEBUD OBSSESSION 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550452,1-MA-00,MAKYAJ,UNISEX,DGB000000739,DG MU PASSIONLIPS 240 ROSEBUD OBSSESSION 2 GR
DGB85505500000,DG MU PASSIONLIPS 210 PINK APPEAL 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550551,1-MA-00,MAKYAJ,UNISEX,DGB000000737,DG MU PASSIONLIPS 210 PINK APPEAL 2 GR
DGB85506500000,DG MU PASSIONLIPS 270 EASY ROSE 2 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478550650,1-MA-00,MAKYAJ,UNISEX,DGB000000740,DG MU PASSIONLIPS 270 EASY ROSE 2 GR
DGB85507500000,DG MU THE ONLY ONE LIP SEDUCTIV NUDE 100 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000162,DG MU THE ONLY ONE LIP SEDUCTIV NUDE 100 3.5 GR
DGB85507500102,DG MU THE ONLY ONE LIP SEDUCTIV NUDE 100 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000162,DG MU THE ONLY ONE LIP SEDUCTIV NUDE 100 3.5 GR
DGB85508500000,DG MU THE ONLY ONE LIP SOFT ALMOND 110 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000163,DG MU THE ONLY ONE LIP SOFT ALMOND 110 3.5 GR
DGB85508500102,DG MU THE ONLY ONE LIP SOFT ALMOND 110 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000163,DG MU THE ONLY ONE LIP SOFT ALMOND 110 3.5 GR
DGB85509500000,DG MU THE ONLY ONE LIP HOT SAND 120 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000688,DG MU THE ONLY ONE LIP HOT SAND 120 3.5 GR
DGB85510500000,DG MU THE ONLY ONE LIP SWEET HONEY 130 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000689,DG MU THE ONLY ONE LIP SWEET HONEY 130 3.5 GR
DGB85510500102,DGMU L GLS-19-LPK TOO SWEET HONEY 130,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000689,DG MU THE ONLY ONE LIP SWEET HONEY 130 3.5 GR
DGB85511500000,DG MU THE ONLY ONE LIP LOVELY TAN 140 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000164,DG MU THE ONLY ONE LIP LOVELY TAN 140 3.5 GR
DGB85511500102,DG MU THE ONLY ONE LIP LOVELY TAN 140 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000164,DG MU THE ONLY ONE LIP LOVELY TAN 140 3.5 GR
DGB85513500000,DG MU THE ONLY ONE LIP CREAMY MOCHA 150 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000922,DG MU L GLS LPK TOO CREAMY MOCHA 150
DGB85513500102,DG MU THE ONLY ONE LIP CREAMY MOCHA 150 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000922,DG MU L GLS LPK TOO CREAMY MOCHA 150
DGB85514500000,DG MU THE ONLY ONE LIP ANGELIC PINK 200 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000691,DG MU THE ONLY ONE LIP ANGELIC PINK 200 3.5 GR
DGB85514500102,DG MU THE ONLY ONE LIP ANGELIC PINK 200 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000691,DG MU THE ONLY ONE LIP ANGELIC PINK 200 3.5 GR
DGB85515500000,DG MU THE ONLY ONE LIP COTTON CANDY 210 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478551558,1-MA-00,MAKYAJ,UNISEX,DGB000000692,DG MU THE ONLY ONE LIP COTTON CANDY 210 3.5 GR
DGB85516500000,DG MU THE ONLY ONE LIP LOVELY PEONY 220 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000693,DG MU THE ONLY ONE LIP LOVELY PEONY 220 3.5 GR
DGB85518500000,DG MU THE ONLY ONE LIP BELLEZA 230 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000694,DG MU THE ONLY ONE LIP DG BELLEZA 230 3.5 GR
DGB85519500000,DG MU THE ONLY ONE LIP BLOOMING GARDEN 235 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478551954,1-MA-00,MAKYAJ,UNISEX,DGB000000695,DG MU THE ONLY ONE LIP BLOOMING GARDEN 235 3.5 GR
DGB85520500000,DG MU THE ONLY ONE LIP SWEET MAMMA 240 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000696,DG MU THE ONLY ONE LIP SWEET MAMMA 240 3.5 GR
DGB85521500000,DG MU THE ONLY ONE LIP WILD ROSEWOOD 246 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,,1-MA-00,MAKYAJ,UNISEX,DGB000000697,DG MU THE ONLY ONE LIP WILD ROSEWOOD 246 3.5 GR
DGB85522500000,DG MU THE ONLY ONE LIP GUMMY BERRY 250 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478552258,1-MA-00,MAKYAJ,UNISEX,DGB000000698,DG MU THE ONLY ONE LIP GUMMY BERRY 250 3.5 GR
DGB85523500000,DG MU THE ONLY ONE LIP PINK LADY 260 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478552357,1-MA-00,MAKYAJ,UNISEX,DGB000000699,DG MU THE ONLY ONE LIP PINK LADY 260 3.5 GR
DGB85524500000,DG MU THE ONLY ONE LIP MILLENIAL PINK 270 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478552456,1-MA-00,MAKYAJ,UNISEX,DGB000000700,DG MU THE ONLY ONE LIP MILLENIAL PINK 270 3.5 GR
DGB85525500000,DGMU THE ONLY ONE LIP SHOCKING FLAMINGO 280 3.5 GR,SELEKTIF TEKLİ,DOLCE & GABBANA,3423478552555,1-MA-00,MAKYAJ,UNISEX,DGB000000701,DG MU THE ONLY ONE LIP SHOCKING FLAMINGO 280 3.5 GR
